transaction_id,user_id,amount,status,failure_reason,refund_time_hrs,hour_of_day,fraud_flag
TXN1252,1272,357,failed,user,0,6,0
TXN1253,1230,3466,success,NA,0,14,0
TXN1254,1085,4870,success,NA,0,16,0
TXN1255,1473,3608,failed,user,0,9,0
TXN1256,1125,4528,success,NA,0,19,0
TXN1257,1811,6581,success,NA,0,8,0
TXN1258,1536,4670,success,NA,0,15,0
TXN1259,1144,3035,success,NA,0,23,0
TXN1260,1524,8162,success,NA,0,2,0
TXN1261,1211,8517,success,NA,0,21,0
TXN1262,1024,2597,success,NA,0,8,0
TXN1263,1579,386,success,NA,0,7,0
TXN1264,1393,3029,success,NA,0,22,0
TXN1265,1066,4018,success,NA,0,6,0
TXN1266,1232,960,success,NA,0,16,0
TXN1267,1108,2046,failed,fraud,2,4,0
TXN1268,1145,3179,success,NA,0,6,0
TXN1269,1110,5497,success,NA,0,12,0
TXN1270,1227,6179,success,NA,0,17,0
TXN1271,1110,5900,success,NA,0,21,0
TXN1272,1469,4254,success,NA,0,13,0
TXN1273,1033,7496,failed,network,12,17,0
TXN1274,1622,8569,success,NA,0,2,0
TXN1275,1775,364,pending,bank,0,16,0
TXN1276,1935,1184,success,NA,0,18,0
TXN1277,1368,4926,success,NA,0,6,0
TXN1278,1747,8152,success,NA,0,20,0
TXN1279,1594,9762,failed,user,24,3,0
TXN1280,1553,8397,success,NA,0,14,0
TXN1281,1424,5642,success,NA,0,23,0
TXN1282,1612,1774,failed,fraud,6,7,0
TXN1283,1517,3393,success,NA,0,15,0
TXN1284,1691,936,success,NA,0,0,0
TXN1285,1281,771,failed,bank,0,15,0
TXN1286,1319,7728,success,NA,0,1,0
TXN1287,1737,9154,success,NA,0,1,1
TXN1288,1442,3407,success,NA,0,7,0
TXN1289,1951,920,success,NA,0,11,0
TXN1290,1314,6801,success,NA,0,10,0
TXN1291,1876,547,success,NA,0,5,0
TXN1292,1965,1806,success,NA,0,18,0
TXN1293,1740,1167,success,NA,0,17,0
TXN1294,1376,2878,failed,network,0,4,0
TXN1295,1288,1697,pending,NA,0,14,0
TXN1296,1436,7042,success,NA,0,7,0
TXN1297,1661,6821,success,NA,0,5,0
TXN1298,1276,192,failed,fraud,12,11,0
TXN1299,1709,2811,success,NA,0,18,0
TXN1300,1581,3485,success,NA,0,11,0
TXN1301,1502,6672,failed,network,2,11,0
TXN1302,1623,7119,success,NA,0,8,0
TXN1303,1515,4562,success,NA,0,23,0
TXN1304,1349,1898,success,NA,0,9,0
TXN1305,1842,2746,success,NA,0,21,0
TXN1306,1445,1767,success,NA,0,16,0
TXN1307,1829,3122,success,NA,0,17,0
TXN1308,1349,9309,success,NA,0,15,0
TXN1309,1606,2836,success,NA,0,3,0
TXN1310,1663,3841,success,NA,0,17,0
TXN1311,1822,9530,success,NA,0,2,0
TXN1312,1136,3921,success,NA,0,15,0
TXN1313,1758,1856,success,NA,0,13,0
TXN1314,1898,1554,failed,network,6,23,0
TXN1315,1242,3358,success,NA,0,8,0
TXN1316,1542,7167,success,NA,0,5,0
TXN1317,1039,5098,success,NA,0,3,0
TXN1318,1228,8313,success,NA,0,1,0
TXN1319,1547,1740,success,NA,0,22,0
TXN1320,1919,9586,success,NA,0,9,0
TXN1321,1222,3353,success,NA,0,10,0
TXN1322,1005,3163,success,NA,0,6,0
TXN1323,1321,9124,failed,user,0,4,0
TXN1324,1467,7900,success,NA,0,3,0
TXN1325,1731,6466,success,NA,0,5,0
TXN1326,1074,1554,success,NA,0,1,0
TXN1327,1003,8974,success,NA,0,1,0
TXN1328,1846,9990,failed,network,24,15,0
TXN1329,1645,3974,success,NA,0,22,0
TXN1330,1117,8665,success,NA,0,22,0
TXN1331,1880,9833,success,NA,0,12,0
TXN1332,1605,4535,success,NA,0,20,0
TXN1333,1503,8150,success,NA,0,6,0
TXN1334,1997,8734,success,NA,0,4,0
TXN1335,1946,241,failed,fraud,12,16,0
TXN1336,1573,8740,success,NA,0,12,0
TXN1337,1440,4967,success,NA,0,14,0
TXN1338,1193,5881,success,NA,0,2,0
TXN1339,1846,9498,success,NA,0,22,0
TXN1340,1714,4372,success,NA,0,3,0
TXN1341,1391,7049,success,NA,0,14,0
TXN1342,1025,9058,success,NA,0,17,1
TXN1343,1434,7332,success,NA,0,2,0
TXN1344,1172,9715,failed,NA,0,6,0
TXN1345,1299,9328,success,NA,0,7,0
TXN1346,1644,1924,failed,network,0,10,0
TXN1347,1325,9112,failed,NA,0,21,0
TXN1348,1409,4813,success,NA,0,8,0
TXN1349,1117,8514,success,NA,0,19,1
TXN1350,1835,9271,success,NA,0,11,0
TXN1351,1786,1101,failed,NA,0,4,0
TXN1352,1723,9815,success,NA,0,0,1
TXN1353,1224,7588,success,NA,0,13,0
TXN1354,1531,7461,failed,fraud,24,2,0
TXN1355,1112,6370,success,NA,0,14,1
TXN1356,1139,2155,success,NA,0,9,0
TXN1357,1558,357,success,NA,0,9,0
TXN1358,1000,7787,success,NA,0,23,0
TXN1359,1089,3409,success,NA,0,2,0
TXN1360,1653,3226,success,NA,0,5,0
TXN1361,1319,1301,success,NA,0,4,0
TXN1362,1549,5416,failed,user,6,23,0
TXN1363,1804,1567,success,NA,0,18,0
TXN1364,1893,6276,pending,user,0,13,0
TXN1365,1138,5355,pending,user,0,16,0
TXN1366,1510,9620,success,NA,0,11,0
TXN1367,1867,5919,success,NA,0,8,0
TXN1368,1844,8089,success,NA,0,2,0
TXN1369,1258,4941,success,NA,0,17,0
TXN1370,1672,5042,success,NA,0,3,0
TXN1371,1901,2011,success,NA,0,13,0
TXN1372,1689,2913,success,NA,0,23,0
TXN1373,1009,6653,failed,NA,2,5,0
TXN1374,1260,4617,success,NA,0,14,1
TXN1375,1918,6563,success,NA,0,16,0
TXN1376,1649,4055,success,NA,0,23,0
TXN1377,1171,9164,pending,fraud,0,4,0
TXN1378,1897,233,success,NA,0,5,0
TXN1379,1012,7805,failed,NA,6,20,0
TXN1380,1167,3408,success,NA,0,4,0
TXN1381,1641,6665,success,NA,0,18,0
TXN1382,1595,9640,success,NA,0,13,1
TXN1383,1320,6847,success,NA,0,3,0
TXN1384,1318,8778,success,NA,0,4,0
TXN1385,1612,7728,success,NA,0,10,0
TXN1386,1328,5748,success,NA,0,1,0
TXN1387,1784,1323,failed,bank,0,21,0
TXN1388,1776,6703,success,NA,0,1,0
TXN1389,1970,1146,pending,network,0,19,0
TXN1390,1910,9547,success,NA,0,11,0
TXN1391,1919,9157,success,NA,0,15,0
TXN1392,1549,8052,success,NA,0,16,0
TXN1393,1418,4297,success,NA,0,3,0
TXN1394,1605,9270,success,NA,0,13,0
TXN1395,1094,5364,success,NA,0,6,0
TXN1396,1816,3404,success,NA,0,14,0
TXN1397,1580,320,success,NA,0,15,0
TXN1398,1317,1236,success,NA,0,7,0
TXN1399,1955,6355,failed,fraud,0,1,0
TXN1400,1235,2448,success,NA,0,18,1
TXN1401,1945,7045,success,NA,0,0,0
TXN1402,1333,7349,success,NA,0,22,0
TXN1403,1884,4232,success,NA,0,3,0
TXN1404,1375,9953,success,NA,0,23,0
TXN1405,1458,2280,success,NA,0,20,1
TXN1406,1136,6561,success,NA,0,21,0
TXN1407,1929,178,success,NA,0,10,0
TXN1408,1587,9511,success,NA,0,9,0
TXN1409,1994,3722,success,NA,0,17,0
TXN1410,1546,9843,success,NA,0,0,0
TXN1411,1512,4815,pending,user,0,16,0
TXN1412,1295,4020,success,NA,0,15,0
TXN1413,1319,7595,success,NA,0,11,1
TXN1414,1917,5602,failed,bank,2,15,0
TXN1415,1571,677,failed,fraud,12,8,0
TXN1416,1831,6639,success,NA,0,16,0
TXN1417,1348,2094,success,NA,0,2,0
TXN1418,1839,2391,pending,NA,0,17,0
TXN1419,1778,5934,success,NA,0,14,0
TXN1420,1872,8235,failed,fraud,0,14,0
TXN1421,1228,299,success,NA,0,15,0
TXN1422,1269,2975,success,NA,0,19,0
TXN1423,1827,5093,success,NA,0,0,0
TXN1424,1797,1024,success,NA,0,0,0
TXN1425,1290,9567,failed,bank,6,3,0
TXN1426,1724,7242,pending,network,0,12,0
TXN1427,1164,9225,success,NA,0,3,0
TXN1428,1004,9130,success,NA,0,22,0
TXN1429,1850,2722,failed,network,6,7,0
TXN1430,1378,7329,success,NA,0,12,0
TXN1431,1077,7581,success,NA,0,23,0
TXN1432,1409,9568,success,NA,0,7,0
TXN1433,1573,8712,success,NA,0,13,0
TXN1434,1131,2037,success,NA,0,0,0
TXN1435,1600,140,success,NA,0,8,0
TXN1436,1748,8771,success,NA,0,23,0
TXN1437,1041,4109,pending,NA,0,0,0
TXN1438,1088,2823,success,NA,0,6,0
TXN1439,1401,9928,success,NA,0,19,0
TXN1440,1295,8433,success,NA,0,12,0
TXN1441,1839,7459,success,NA,0,14,0
TXN1442,1294,4490,success,NA,0,8,0
TXN1443,1615,7397,success,NA,0,15,0
TXN1444,1525,1058,success,NA,0,16,0
TXN1445,1799,3833,success,NA,0,8,0
TXN1446,1690,6696,success,NA,0,5,0
TXN1447,1636,4348,success,NA,0,19,0
TXN1448,1421,4718,success,NA,0,11,0
TXN1449,1864,4337,success,NA,0,15,0
TXN1450,1022,2102,success,NA,0,20,0
TXN1451,1574,6059,success,NA,0,14,0
TXN1452,1142,1766,failed,user,2,6,0
TXN1453,1992,360,failed,network,0,9,0
TXN1454,1664,4588,success,NA,0,3,0
TXN1455,1144,1310,success,NA,0,23,0
TXN1456,1224,3982,success,NA,0,2,0
TXN1457,1502,634,pending,NA,0,17,0
TXN1458,1961,7666,success,NA,0,0,0
TXN1459,1973,8601,success,NA,0,12,0
TXN1460,1820,2916,success,NA,0,21,0
TXN1461,1615,5948,success,NA,0,17,0
TXN1462,1103,2061,pending,network,0,7,0
TXN1463,1946,6301,success,NA,0,10,0
TXN1464,1038,4989,success,NA,0,9,0
TXN1465,1946,4056,success,NA,0,3,0
TXN1466,1197,1675,success,NA,0,3,0
TXN1467,1645,940,success,NA,0,3,0
TXN1468,1578,6128,success,NA,0,11,0
TXN1469,1390,7086,pending,user,0,7,0
TXN1470,1178,8973,success,NA,0,12,0
TXN1471,1967,4011,success,NA,0,7,0
TXN1472,1553,2554,failed,NA,6,20,0
TXN1473,1447,8856,success,NA,0,2,0
TXN1474,1499,3856,success,NA,0,11,0
TXN1475,1014,6150,success,NA,0,17,0
TXN1476,1622,1769,failed,user,2,14,0
TXN1477,1668,6736,success,NA,0,13,0
TXN1478,1288,1637,failed,fraud,0,8,0
TXN1479,1477,7050,success,NA,0,4,0
TXN1480,1230,9853,success,NA,0,14,0
TXN1481,1922,946,success,NA,0,7,0
TXN1482,1419,5608,success,NA,0,22,0
TXN1483,1156,8519,success,NA,0,2,0
TXN1484,1549,4697,success,NA,0,11,0
TXN1485,1440,9878,pending,user,0,4,0
TXN1486,1096,2482,success,NA,0,8,0
TXN1487,1996,3954,success,NA,0,19,0
TXN1488,1410,6887,success,NA,0,2,0
TXN1489,1950,1499,success,NA,0,22,0
TXN1490,1288,4550,success,NA,0,7,0
TXN1491,1253,5504,success,NA,0,20,0
TXN1492,1195,9474,success,NA,0,12,0
TXN1493,1597,4167,success,NA,0,7,0
TXN1494,1833,8919,success,NA,0,4,0
TXN1495,1521,2078,failed,network,48,6,0
TXN1496,1516,6895,failed,fraud,0,4,0
TXN1497,1634,3808,success,NA,0,8,0
TXN1498,1841,5954,success,NA,0,4,0
TXN1499,1864,4674,success,NA,0,7,0
TXN1500,1117,8898,success,NA,0,11,0
TXN1501,1805,215,success,NA,0,3,0
TXN1502,1908,4641,success,NA,0,8,0
TXN1503,1158,639,success,NA,0,21,0
TXN1504,1814,4574,success,NA,0,21,0
TXN1505,1227,2871,success,NA,0,13,0
TXN1506,1876,6559,success,NA,0,18,0
TXN1507,1215,7743,success,NA,0,12,0
TXN1508,1947,9504,pending,bank,0,2,0
TXN1509,1695,121,success,NA,0,3,0
TXN1510,1014,3630,success,NA,0,0,0
TXN1511,1156,8012,success,NA,0,21,0
TXN1512,1647,318,failed,user,2,0,0
TXN1513,1260,2512,success,NA,0,10,0
TXN1514,1156,9510,success,NA,0,15,0
TXN1515,1046,1065,failed,network,2,3,0
TXN1516,1323,9325,success,NA,0,6,1
TXN1517,1843,8034,success,NA,0,11,0
TXN1518,1684,456,success,NA,0,5,0
TXN1519,1129,7434,success,NA,0,23,0
TXN1520,1410,6099,success,NA,0,19,0
TXN1521,1094,6219,success,NA,0,8,0
TXN1522,1626,8032,success,NA,0,7,1
TXN1523,1754,1035,success,NA,0,13,1
TXN1524,1931,4535,success,NA,0,14,0
TXN1525,1291,8951,success,NA,0,20,0
TXN1526,1793,2668,success,NA,0,21,0
TXN1527,1810,6339,failed,fraud,0,4,0
TXN1528,1282,9653,success,NA,0,14,0
TXN1529,1068,6978,success,NA,0,5,1
TXN1530,1659,5418,success,NA,0,0,0
TXN1531,1010,4671,success,NA,0,19,0
TXN1532,1253,9727,success,NA,0,8,0
TXN1533,1841,7616,success,NA,0,3,0
TXN1534,1871,4720,success,NA,0,1,1
TXN1535,1549,7708,success,NA,0,5,0
TXN1536,1133,1053,success,NA,0,1,0
TXN1537,1711,7554,success,NA,0,2,0
TXN1538,1022,2516,success,NA,0,6,0
TXN1539,1814,1989,success,NA,0,19,0
TXN1540,1345,1685,success,NA,0,16,0
TXN1541,1301,9940,success,NA,0,8,0
TXN1542,1362,8145,success,NA,0,21,0
TXN1543,1395,6315,success,NA,0,8,0
TXN1544,1217,1945,success,NA,0,18,0
TXN1545,1140,6574,failed,network,0,4,0
TXN1546,1615,1123,success,NA,0,5,0
TXN1547,1957,5234,success,NA,0,17,0
TXN1548,1209,2452,failed,user,6,0,0
TXN1549,1984,4945,success,NA,0,16,0
TXN1550,1992,7381,success,NA,0,13,0
TXN1551,1622,9393,success,NA,0,14,0
TXN1552,1615,2006,success,NA,0,4,0
TXN1553,1827,7073,success,NA,0,16,0
TXN1554,1682,3957,success,NA,0,20,0
TXN1555,1459,857,success,NA,0,20,0
TXN1556,1355,8428,success,NA,0,22,0
TXN1557,1323,4877,success,NA,0,22,0
TXN1558,1132,4574,success,NA,0,10,0
TXN1559,1887,9549,success,NA,0,9,0
TXN1560,1804,2334,success,NA,0,16,0
TXN1561,1839,5363,success,NA,0,0,0
TXN1562,1126,807,success,NA,0,4,0
TXN1563,1105,4937,success,NA,0,15,1
TXN1564,1603,3904,success,NA,0,6,0
TXN1565,1798,3608,success,NA,0,11,0
TXN1566,1377,9822,success,NA,0,7,0
TXN1567,1904,1011,success,NA,0,17,1
TXN1568,1050,3897,success,NA,0,0,0
TXN1569,1028,6776,success,NA,0,19,0
TXN1570,1461,3625,success,NA,0,11,0
TXN1571,1295,9117,success,NA,0,3,0
TXN1572,1296,2468,success,NA,0,11,0
TXN1573,1725,4248,failed,NA,0,21,0
TXN1574,1778,1051,success,NA,0,0,0
TXN1575,1406,5294,failed,network,12,0,0
TXN1576,1768,7169,pending,fraud,0,2,0
TXN1577,1813,4116,success,NA,0,20,0
TXN1578,1612,2895,success,NA,0,11,0
TXN1579,1404,9723,success,NA,0,21,0
TXN1580,1345,8899,failed,fraud,0,20,0
TXN1581,1621,5366,success,NA,0,12,0
TXN1582,1419,472,pending,user,0,12,0
TXN1583,1181,6765,success,NA,0,20,0
TXN1584,1982,4316,success,NA,0,8,0
TXN1585,1824,7599,success,NA,0,17,0
TXN1586,1000,6366,success,NA,0,0,0
TXN1587,1830,2760,success,NA,0,5,0
TXN1588,1949,8694,success,NA,0,22,0
TXN1589,1566,8119,failed,NA,12,23,0
TXN1590,1370,1707,success,NA,0,4,0
TXN1591,1935,2591,success,NA,0,3,0
TXN1592,1910,6813,success,NA,0,5,0
TXN1593,1660,3125,success,NA,0,2,0
TXN1594,1430,3214,success,NA,0,16,0
TXN1595,1968,2103,success,NA,0,10,0
TXN1596,1308,8529,success,NA,0,3,0
TXN1597,1136,5787,success,NA,0,19,0
TXN1598,1201,3267,success,NA,0,0,0
TXN1599,1435,1497,success,NA,0,3,0
TXN1600,1312,6059,success,NA,0,22,0
TXN1601,1116,657,success,NA,0,2,0
TXN1602,1665,4602,success,NA,0,9,0
TXN1603,1936,1814,success,NA,0,21,0
TXN1604,1802,9467,success,NA,0,0,0
TXN1605,1574,9477,success,NA,0,3,1
TXN1606,1243,9271,pending,user,0,18,0
TXN1607,1536,2721,failed,NA,0,0,0
TXN1608,1601,6569,success,NA,0,15,0
TXN1609,1074,4012,success,NA,0,18,0
TXN1610,1805,3227,failed,network,0,19,0
TXN1611,1385,3772,success,NA,0,20,0
TXN1612,1902,4956,success,NA,0,21,0
TXN1613,1209,7313,success,NA,0,17,0
TXN1614,1474,5104,success,NA,0,1,0
TXN1615,1417,9717,pending,network,0,5,0
TXN1616,1346,858,success,NA,0,20,0
TXN1617,1528,9220,success,NA,0,0,0
TXN1618,1639,775,success,NA,0,18,0
TXN1619,1938,7751,success,NA,0,4,0
TXN1620,1954,1266,failed,network,0,1,0
TXN1621,1875,4101,success,NA,0,0,0
TXN1622,1762,2247,success,NA,0,15,0
TXN1623,1178,2856,success,NA,0,20,0
TXN1624,1181,9020,failed,user,0,1,0
TXN1625,1663,1022,success,NA,0,3,0
TXN1626,1024,5684,success,NA,0,2,0
TXN1627,1966,7533,success,NA,0,22,0
TXN1628,1179,2173,success,NA,0,16,0
TXN1629,1709,8840,success,NA,0,14,0
TXN1630,1500,274,success,NA,0,9,0
TXN1631,1855,9082,success,NA,0,11,0
TXN1632,1160,1864,success,NA,0,11,0
TXN1633,1176,1156,success,NA,0,19,1
TXN1634,1284,174,success,NA,0,6,0
TXN1635,1062,3296,success,NA,0,9,0
TXN1636,1661,2981,success,NA,0,4,0
TXN1637,1665,3021,success,NA,0,19,0
TXN1638,1155,2067,success,NA,0,19,0
TXN1639,1881,7465,success,NA,0,10,0
TXN1640,1468,2465,success,NA,0,1,1
TXN1641,1048,3146,failed,bank,0,23,0
TXN1642,1966,1659,success,NA,0,15,0
TXN1643,1848,767,failed,fraud,0,11,0
TXN1644,1083,3611,success,NA,0,15,0
TXN1645,1360,9258,success,NA,0,3,0
TXN1646,1688,6832,success,NA,0,1,1
TXN1647,1147,1098,success,NA,0,9,0
TXN1648,1629,9599,success,NA,0,12,0
TXN1649,1341,8357,success,NA,0,22,0
TXN1650,1475,7955,failed,fraud,0,18,1
TXN1651,1062,5628,success,NA,0,14,0
TXN1652,1700,1670,failed,bank,6,22,1
TXN1653,1359,6598,failed,bank,0,0,0
TXN1654,1560,7431,success,NA,0,16,0
TXN1655,1326,4830,success,NA,0,19,0
TXN1656,1768,3842,success,NA,0,3,0
TXN1657,1735,2991,failed,bank,2,19,0
TXN1658,1140,5745,success,NA,0,8,0
TXN1659,1989,6451,success,NA,0,5,0
TXN1660,1214,9219,success,NA,0,2,0
TXN1661,1434,6247,failed,fraud,6,21,0
TXN1662,1890,5500,success,NA,0,1,1
TXN1663,1951,9025,success,NA,0,17,0
TXN1664,1722,8482,success,NA,0,22,0
TXN1665,1317,5924,failed,network,0,18,0
TXN1666,1031,1603,success,NA,0,6,0
TXN1667,1669,1062,success,NA,0,2,0
TXN1668,1284,8428,success,NA,0,17,0
TXN1669,1304,1931,pending,NA,0,19,0
TXN1670,1428,6849,success,NA,0,19,0
TXN1671,1476,4636,failed,bank,6,18,0
TXN1672,1285,8672,success,NA,0,8,0
TXN1673,1143,8480,success,NA,0,15,0
TXN1674,1423,6497,success,NA,0,5,0
TXN1675,1018,2395,failed,user,6,20,0
TXN1676,1017,125,success,NA,0,11,0
TXN1677,1768,9598,failed,fraud,0,5,0
TXN1678,1589,5927,success,NA,0,12,0
TXN1679,1370,6835,success,NA,0,23,0
TXN1680,1174,4972,success,NA,0,4,0
TXN1681,1193,8140,success,NA,0,12,0
TXN1682,1501,2380,success,NA,0,19,0
TXN1683,1987,4736,success,NA,0,6,0
TXN1684,1112,1952,success,NA,0,11,0
TXN1685,1113,4720,failed,network,0,20,0
TXN1686,1221,7193,success,NA,0,3,0
TXN1687,1677,2109,success,NA,0,4,0
TXN1688,1946,190,success,NA,0,15,0
TXN1689,1830,1839,success,NA,0,3,1
TXN1690,1643,66,success,NA,0,7,0
TXN1691,1896,514,success,NA,0,15,0
TXN1692,1263,4521,success,NA,0,7,0
TXN1693,1924,1877,success,NA,0,16,0
TXN1694,1054,8761,success,NA,0,13,0
TXN1695,1870,6006,success,NA,0,11,0
TXN1696,1642,139,success,NA,0,2,0
TXN1697,1799,4865,success,NA,0,19,0
TXN1698,1777,2901,success,NA,0,1,0
TXN1699,1457,2893,success,NA,0,12,0
TXN1700,1978,9167,success,NA,0,20,0
TXN1701,1877,6593,success,NA,0,10,0
TXN1702,1161,5951,success,NA,0,23,0
TXN1703,1379,1019,success,NA,0,11,0
TXN1704,1992,1144,success,NA,0,17,0
TXN1705,1086,6174,success,NA,0,8,0
TXN1706,1054,7397,success,NA,0,6,0
TXN1707,1475,3245,success,NA,0,5,0
TXN1708,1799,1454,failed,bank,2,23,0
TXN1709,1177,6990,success,NA,0,13,0
TXN1710,1390,4340,success,NA,0,17,0
TXN1711,1348,4032,pending,fraud,0,13,1
TXN1712,1007,5605,success,NA,0,4,0
TXN1713,1832,8004,success,NA,0,19,0
TXN1714,1312,4763,success,NA,0,23,0
TXN1715,1758,3142,success,NA,0,12,0
TXN1716,1834,4209,success,NA,0,0,0
TXN1717,1983,6358,pending,bank,0,11,0
TXN1718,1982,7528,success,NA,0,18,0
TXN1719,1442,8526,success,NA,0,9,0
TXN1720,1766,4983,success,NA,0,23,0
TXN1721,1327,4976,success,NA,0,4,0
TXN1722,1053,9429,success,NA,0,19,0
TXN1723,1760,4019,failed,bank,2,5,0
TXN1724,1238,3015,pending,user,0,11,0
TXN1725,1228,4369,success,NA,0,20,0
TXN1726,1578,9025,failed,NA,2,2,0
TXN1727,1050,7158,success,NA,0,13,0
TXN1728,1608,9191,success,NA,0,20,0
TXN1729,1603,3989,success,NA,0,3,0
TXN1730,1263,94,success,NA,0,16,0
TXN1731,1417,1860,success,NA,0,16,0
TXN1732,1802,4616,success,NA,0,13,0
TXN1733,1095,9071,success,NA,0,14,0
TXN1734,1087,1959,success,NA,0,6,0
TXN1735,1077,6414,success,NA,0,3,0
TXN1736,1287,2631,pending,bank,0,16,0
TXN1737,1119,741,success,NA,0,5,0
TXN1738,1813,981,success,NA,0,10,0
TXN1739,1490,7960,success,NA,0,11,0
TXN1740,1911,6432,success,NA,0,14,0
TXN1741,1451,3456,success,NA,0,11,1
TXN1742,1499,8389,success,NA,0,10,0
TXN1743,1164,1082,success,NA,0,16,0
TXN1744,1181,1361,success,NA,0,7,0
TXN1745,1468,8629,success,NA,0,11,0
TXN1746,1909,3171,success,NA,0,8,0
TXN1747,1734,1923,success,NA,0,10,0
TXN1748,1822,9157,success,NA,0,2,0
TXN1749,1943,6831,success,NA,0,6,0
TXN1750,1977,3798,success,NA,0,20,0
TXN1751,1006,327,success,NA,0,2,0
TXN1752,1329,1909,pending,network,0,20,0
TXN1753,1774,5979,success,NA,0,15,0
TXN1754,1672,6842,success,NA,0,9,0
TXN1755,1150,4763,success,NA,0,22,0
TXN1756,1084,4725,success,NA,0,6,0
TXN1757,1146,1220,success,NA,0,23,0
TXN1758,1623,8731,failed,user,2,19,0
TXN1759,1380,9424,pending,NA,0,14,0
TXN1760,1914,5358,success,NA,0,20,0
TXN1761,1547,2512,success,NA,0,20,0
TXN1762,1284,9872,success,NA,0,9,0
TXN1763,1699,337,success,NA,0,11,0
TXN1764,1081,6003,success,NA,0,17,0
TXN1765,1513,4332,success,NA,0,22,0
TXN1766,1896,1957,success,NA,0,22,0
TXN1767,1814,1211,success,NA,0,8,0
TXN1768,1708,179,success,NA,0,8,0
TXN1769,1915,6387,success,NA,0,3,1
TXN1770,1522,2413,success,NA,0,4,0
TXN1771,1745,8201,success,NA,0,6,0
TXN1772,1385,6033,failed,network,0,6,0
TXN1773,1706,193,success,NA,0,10,0
TXN1774,1470,8257,success,NA,0,9,0
TXN1775,1118,7519,success,NA,0,10,0
TXN1776,1395,294,success,NA,0,23,0
TXN1777,1531,976,success,NA,0,23,0
TXN1778,1260,3228,success,NA,0,17,0
TXN1779,1804,2226,failed,NA,0,11,0
TXN1780,1933,5052,success,NA,0,15,0
TXN1781,1255,936,success,NA,0,3,1
TXN1782,1733,8582,success,NA,0,16,0
TXN1783,1904,3448,pending,bank,0,16,0
TXN1784,1225,8547,success,NA,0,20,0
TXN1785,1052,9149,pending,network,0,22,0
TXN1786,1939,2704,failed,bank,24,4,0
TXN1787,1866,7442,success,NA,0,12,0
TXN1788,1499,1421,failed,fraud,2,2,0
TXN1789,1505,7185,pending,network,0,22,0
TXN1790,1853,370,success,NA,0,16,0
TXN1791,1363,4704,success,NA,0,10,0
TXN1792,1279,5350,success,NA,0,0,0
TXN1793,1592,6811,success,NA,0,17,0
TXN1794,1713,6904,success,NA,0,16,0
TXN1795,1157,5555,success,NA,0,8,0
TXN1796,1631,9373,success,NA,0,19,1
TXN1797,1058,6603,success,NA,0,6,0
TXN1798,1726,4092,success,NA,0,4,1
TXN1799,1127,9059,failed,bank,12,15,0
TXN1800,1735,7548,success,NA,0,6,0
TXN1801,1720,6686,success,NA,0,12,0
TXN1802,1881,7412,success,NA,0,12,0
TXN1803,1114,61,success,NA,0,14,0
TXN1804,1208,244,pending,bank,0,22,0
TXN1805,1525,2587,success,NA,0,16,0
TXN1806,1520,2892,success,NA,0,16,0
TXN1807,1551,2279,failed,network,0,18,0
TXN1808,1961,3059,failed,fraud,12,9,0
TXN1809,1236,8034,success,NA,0,1,0
TXN1810,1280,2127,success,NA,0,13,0
TXN1811,1358,7895,success,NA,0,22,0
TXN1812,1200,3917,success,NA,0,2,0
TXN1813,1757,4923,success,NA,0,6,0
TXN1814,1277,8685,success,NA,0,10,0
TXN1815,1234,347,failed,user,0,16,1
TXN1816,1493,5906,success,NA,0,14,0
TXN1817,1003,9086,success,NA,0,18,0
TXN1818,1665,1065,failed,bank,0,10,0
TXN1819,1441,1434,success,NA,0,14,0
TXN1820,1028,9639,pending,network,0,14,0
TXN1821,1108,8795,pending,user,0,5,1
TXN1822,1609,2400,success,NA,0,14,0
TXN1823,1726,1319,success,NA,0,8,0
TXN1824,1804,1310,success,NA,0,4,0
TXN1825,1074,7751,success,NA,0,18,0
TXN1826,1837,8426,success,NA,0,23,1
TXN1827,1145,4613,success,NA,0,4,0
TXN1828,1127,6947,pending,user,0,21,0
TXN1829,1852,5722,success,NA,0,12,0
TXN1830,1041,5643,success,NA,0,17,0
TXN1831,1355,6205,success,NA,0,19,0
TXN1832,1040,5593,success,NA,0,16,0
TXN1833,1933,7290,failed,user,2,14,1
TXN1834,1033,4733,success,NA,0,13,0
TXN1835,1016,1931,success,NA,0,15,0
TXN1836,1676,8763,success,NA,0,3,0
TXN1837,1152,3859,success,NA,0,16,0
TXN1838,1997,5857,success,NA,0,19,0
TXN1839,1377,4933,success,NA,0,13,0
TXN1840,1587,7256,success,NA,0,17,0
TXN1841,1598,4205,pending,fraud,0,5,0
TXN1842,1628,4723,failed,bank,48,21,0
TXN1843,1873,1459,success,NA,0,7,0
TXN1844,1341,9936,failed,bank,0,8,0
TXN1845,1980,5247,success,NA,0,23,0
TXN1846,1026,7502,success,NA,0,0,0
TXN1847,1824,8768,success,NA,0,12,0
TXN1848,1286,2222,success,NA,0,2,0
TXN1849,1645,329,success,NA,0,5,0
TXN1850,1730,4027,success,NA,0,16,0
TXN1851,1167,2719,success,NA,0,7,0
TXN1852,1609,7875,success,NA,0,5,0
TXN1853,1267,9993,success,NA,0,15,1
TXN1854,1748,4031,success,NA,0,0,0
TXN1855,1820,4819,failed,NA,0,9,0
TXN1856,1454,5297,success,NA,0,17,0
